time_window,time_label,pathway,tier,cohort_count,total_paired_n,pooled_delta_z,ci_low,ci_high,prediction_low,prediction_high,tau2,i2_percent,direction_consistency,p_value,fdr_within_window_tier
T2,T48,HALLMARK_HYPOXIA,HALLMARK_SECONDARY,5,146,-0.014686658445771588,-0.09572595367811637,0.06635263678657319,-0.10757637746531719,0.078203060573774,0.0,0.0,0.6,0.6412874698395881,0.7303551739839753
T2,T48,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_SECONDARY,5,146,-0.1643877375312588,-0.5890464009203258,0.2602709258578082,-1.0750224887528015,0.7462470136902839,0.058483964656279884,57.929647386800774,0.8,0.34298461690475707,0.6139392758645197
T2,T48,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_SECONDARY,5,146,-0.43812830558623533,-0.7785323169259997,-0.097724294246471,-1.209128271393576,0.3328716602211054,0.04366122656794796,55.998292847601014,1.0,0.023302335782023238,0.2388489417657382
T2,T48,HALLMARK_INFLAMMATORY_RESPONSE,PRESET_PRIMARY,5,146,-0.3252038084133326,-0.6311248993514949,-0.01928271747517024,-0.9802856719996902,0.329878055173025,0.030230412003458426,44.95050771926886,1.0,0.04190893600482506,0.18859021202171275
T2,T48,HALLMARK_INTERFERON_ALPHA_RESPONSE,PRESET_PRIMARY,5,146,-0.0233113693790717,-0.1837143640895092,0.13709162533136582,-0.20717018831163472,0.16054744955349134,0.0,0.0,0.6,0.7072188917252844,0.7072188917252844
T2,T48,HALLMARK_INTERFERON_GAMMA_RESPONSE,PRESET_PRIMARY,5,146,0.03878815169662186,-0.20830441046192907,0.2858807138551728,-0.476176537957124,0.5537528413503677,0.01826351201312768,45.414502744279915,0.8,0.6854412840179,0.7072188917252844
T2,T48,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_SECONDARY,4,118,-0.2660925400363783,-0.8290655194076607,0.29688043933490416,-1.7545698327149077,1.2223847526421512,0.08838390193723486,69.95360052344819,1.0,0.22957760006411979,0.5229267557016062
T2,T48,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_SECONDARY,5,146,-0.501467109500449,-1.1708432671350333,0.16790904813413532,-2.216952412074633,1.214018193073735,0.2324457988296479,80.96013502831798,0.8,0.10602410981567864,0.4091741297086195
T2,T48,HALLMARK_MITOTIC_SPINDLE,HALLMARK_SECONDARY,5,146,-0.12227159676972739,-0.3024093305163747,0.057866136976919905,-0.3287509772303962,0.08420778369094141,0.0,0.0,0.8,0.13258085381672702,0.4091741297086195
T2,T48,HALLMARK_MTORC1_SIGNALING,HALLMARK_SECONDARY,5,146,-0.08137119748614749,-0.4933251293850983,0.3305827344128034,-0.9743450848772659,0.8116026899049709,0.05671771501033928,55.35054853533203,0.8,0.6125763351122728,0.7303551739839753
T2,T48,HALLMARK_MYC_TARGETS_V1,HALLMARK_SECONDARY,5,146,0.3321460502104386,-0.16924273406512674,0.8335348344860039,-0.866325004192158,1.530617104613035,0.10920699306209465,67.32427550076866,0.8,0.13971799551026032,0.4091741297086195
T2,T48,HALLMARK_MYC_TARGETS_V2,HALLMARK_SECONDARY,5,146,0.48164725094185956,0.005769927758625448,0.9575245741250937,-0.6613315617408656,1.6246260636245848,0.09961215250970935,65.60309713373239,0.8,0.04831157531752517,0.33012909800308865
T2,T48,HALLMARK_MYOGENESIS,HALLMARK_SECONDARY,5,146,-0.1349886480631437,-0.4297125724801054,0.159735276353818,-0.6798294109503578,0.40985211482407036,0.018041931244926694,29.519234483288916,0.8,0.2724023800784734,0.5318332182484481
T2,T48,HALLMARK_NOTCH_SIGNALING,HALLMARK_SECONDARY,5,146,0.10952629006185707,-0.3701104870597647,0.5891630671834788,-1.0643926328350877,1.2834452129588017,0.10622408960504892,73.16567173534126,0.8,0.560520845181546,0.7303551739839753
T2,T48,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PRESET_PRIMARY,5,146,0.18008118631066905,-0.4019565249602971,0.7621188975816352,-1.230462860516163,1.590625233137501,0.15250311658452545,72.51364114466718,0.6,0.4387580036297062,0.5641174332381936
T2,T48,HALLMARK_P53_PATHWAY,HALLMARK_SECONDARY,5,146,0.17665259508837144,-0.3317635939606563,0.6850687841373992,-1.091918823059675,1.445224013236418,0.12536197947417332,76.58715184611901,0.6,0.38932734567018323,0.6139392758645197
T2,T48,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_SECONDARY,4,118,0.02058142566190184,-0.341686882506484,0.3828497338302877,-0.7320178216018146,0.7731806729256182,0.017637301678700715,41.38827578806286,0.5,0.8680467387492248,0.936576744439953
T2,T48,HALLMARK_PEROXISOME,HALLMARK_SECONDARY,5,146,0.2649057232613444,-0.1591704029343584,0.6889818494570472,-0.7631673758994331,1.2929788224221217,0.08102830097181273,69.75843065094354,0.8,0.15787748961822415,0.4315318049564793
T2,T48,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_SECONDARY,5,146,-0.1618651191380491,-0.43943565366624027,0.11570541539014209,-0.6988130256339892,0.3750827873578909,0.018472356679263387,22.202386606725145,0.8,0.18074199177341138,0.4631513539193667
T2,T48,HALLMARK_PROTEIN_SECRETION,HALLMARK_SECONDARY,5,146,-0.08533482456353726,-0.35091857495131273,0.18024892582423824,-0.38975504291498203,0.21908539378790753,0.0,18.06651506995567,0.6,0.42275558135056557,0.6401634384703847
T2,T48,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_SECONDARY,5,146,-0.3408606364155044,-1.2992385445555832,0.6175172717245743,-2.932471289600477,2.250750016769468,0.5440081311706513,91.55366072807533,0.8,0.37930899027995196,0.6139392758645197
